,rea_ratio_score,rea_score,imf_score,adg_score,weight,Name,DOB,Days_Old,Weight,ADG,REA,REA_per_100,Backfat,%IMF,Scrotal,scrotal_cm_per_day,Meas_Date,bull_score,Class,Meas_Delta_yr,Meas_Year
294,23,30,26,21,20,CBS Yaz's Yukon Jack (D),2012-04-20,1007.0,1703.0,1.64,18.86,1.11,0.25,4.15,42.0,0.04,2015-01-22,100,Senior Bull,,2015
295,27,35,10,25,26,Highland Spice Hickory (D),2019-04-08,1022.0,1743.0,1.66,19.74,1.13,0.24,3.31,43.0,0.04,2022-01-24,97,Senior Bull,,2022
296,9,24,25,37,37,"STR Encore (ET,PV,D)",2020-05-04,994.0,1822.0,1.78,18.31,1.0,0.34,4.09,42.0,0.04,2023-01-23,95,Senior Bull,,2023
297,12,19,42,22,22,"STR Burning It Down (ET,D)",2017-04-06,1019.0,1723.0,1.64,17.77,1.03,0.25,5.28,46.0,0.05,2020-01-20,95,Senior Bull,,2020
298,29,20,34,9,14,LEA Haaken (D),2011-04-10,1019.0,1555.0,1.48,17.939,1.15,0.53,4.768,43.0,0.04,2014-01-23,92,Senior Bull,,2014
299,21,34,16,19,32,JBTs William The Head (D),2017-02-18,1066.0,1790.0,1.63,19.73,1.1,0.25,3.56,40.0,0.04,2020-01-20,90,Senior Bull,,2020
300,19,8,30,31,9,Kesabe's Homebrew (D),2021-10-26,818.0,1468.0,1.73,15.83,1.08,0.25,4.37,39.0,0.05,2024-01-22,88,Senior Bull,,2024
301,11,27,8,41,36,Trafalgar Blain (D),2013-06-06,959.0,1813.0,1.84,18.49,1.02,0.19,3.11,43.0,0.04,2016-01-21,87,Senior Bull,,2016
302,35,22,22,8,12,"Summit Ranch York (ET,D)",2011-05-04,995.0,1505.0,1.46,18.067,1.2,0.401,3.98,44.0,0.04,2014-01-23,87,Senior Bull,,2014
303,3,14,27,35,42,Howling Springs Barron the Bull (D),2022-03-17,1043.0,1891.0,1.77,17.1,0.9,0.26,4.22,46.0,0.06,2025-01-23,79,Senior Bull,,2025
304,4,10,20,45,28,"WL Lincoln (ET,D)",2022-09-12,864.0,1764.0,1.98,16.5,0.94,0.4,3.68,44.0,0.1,2025-01-23,79,Senior Bull,,2025
305,40,15,15,7,8,RAM Zander (D),2013-06-26,939.0,1397.0,1.43,17.17,1.23,0.21,3.56,38.0,0.04,2016-01-21,77,Senior Bull,,2016
306,6,17,11,42,40,Trafalgar Killian (D),2021-05-28,969.0,1840.0,1.85,17.48,0.95,0.25,3.42,40.0,0.04,2024-01-22,76,Senior Bull,,2024
307,37,11,3,24,5,"Gryphon Epsilon Rampion (PV,D)",2022-11-22,793.0,1360.0,1.65,16.52,1.21,0.19,2.41,40.0,0.03,2025-01-23,75,Senior Bull,,2025
308,5,21,19,27,44,"Howling Springs Natural Mystic (ET,PV,D)",2022-01-01,1118.0,1925.0,1.68,18.01,0.94,0.27,3.67,45.0,0.04,2025-01-23,72,Senior Bull,,2025
309,25,12,12,20,10,TJH Big Chungus (D),2022-09-10,866.0,1474.0,1.64,16.57,1.12,0.28,3.43,38.0,0.03,2025-01-23,69,Senior Bull,,2025
310,8,16,13,30,27,"SkyeHigh HamishMacbeth (ET,D)",2012-05-09,988.0,1744.0,1.71,17.4,1.0,0.28,3.46,39.0,0.04,2015-01-22,67,Senior Bull,,2015
311,32,6,17,10,4,LEA Illya (D),2012-09-16,858.0,1324.0,1.48,15.56,1.18,0.12,3.62,35.0,0.04,2015-01-22,65,Senior Bull,,2015
312,18,13,9,23,17,Silva's Rockstar (D),2019-06-28,941.0,1596.0,1.64,17.03,1.07,0.36,3.3,43.0,0.05,2022-01-24,63,Senior Bull,,2022
313,30,7,18,3,6,"MTC Fearghus of Tranquility (AI,PV,D)",2022-03-06,1054.0,1368.0,1.25,15.76,1.15,0.22,3.66,35.0,0.02,2025-01-23,58,Senior Bull,,2025
314,46,2,4,2,2,PGH Jonny Walker (D),2020-11-05,809.0,923.0,1.08,13.24,1.43,0.11,2.47,37.0,0.05,2023-01-23,54,Senior Bull,,2023
315,28,4,14,4,3,"RSO Tahonta (PV,D)",2021-05-23,974.0,1311.0,1.29,14.85,1.13,0.11,3.55,41.5,0.04,2024-01-22,50,Senior Bull,,2024
316,1,9,1,33,45,Viking Fold Haakon (D),2019-02-07,1082.0,1943.0,1.75,16.16,0.83,0.31,2.0,44.0,0.04,2022-01-24,44,Senior Bull,,2022
317,34,1,2,1,1,CRR Antarctic Rebel (D),2015-06-24,943.0,821.0,0.82,9.79,1.19,0.11,2.38,33.5,0.04,2018-01-22,38,Senior Bull,,2018
318,16,3,6,5,7,Dundonald`s Chance (D),2012-03-28,1030.0,1391.0,1.3,14.77,1.06,0.19,3.06,38.0,0.04,2015-01-22,30,Senior Bull,,2015
319,2,5,7,13,23,"STR Homeland (PV,D)",2020-01-05,1114.0,1724.0,1.5,15.42,0.89,0.32,3.08,40.0,0.04,2023-01-23,27,Senior Bull,,2023
