,rea_ratio_score,rea_score,imf_score,adg_score,weight,Name,DOB,Days_Old,Weight,ADG,REA,REA_per_100,Backfat,%IMF,Scrotal,scrotal_cm_per_day,Meas_Date,bull_score,Class,Meas_Delta_yr,Meas_Year
292,8,7,13,21,15,Nashville of Storybrooke Farm (D),2024-03-29,664.0,1216.0,1.76,13.51,1.11,0.2,3.0,39.0,0.04,2026-01-22,49,Junior Yearling Bull,,2026
293,27,10,5,5,8,"Skye High Auchlevin (AI,D)",2012-02-08,715.0,1130.0,1.51,13.985,1.24,0.274,2.478,35.0,0.05,2014-01-23,47,Junior Yearling Bull,,2014
294,7,5,16,14,11,Basswood4 of Dundonald (D),2013-03-24,669.0,1181.0,1.69,12.64,1.07,0.21,3.05,37.0,0.06,2015-01-22,42,Junior Yearling Bull,,2015
295,14,1,8,3,3,SFF Quartermaster (D),2022-04-05,657.0,993.0,1.44,11.44,1.15,0.15,2.71,33.0,0.05,2024-01-22,26,Junior Yearling Bull,,2024
296,5,4,1,13,10,"MHH Executive Order (AI,D)",2020-03-27,668.0,1179.0,1.69,12.42,1.05,0.14,2.37,39.0,0.06,2022-01-24,23,Junior Yearling Bull,,2022
297,43,46,31,32,38,FPH Jasper (D),2015-04-02,1026.0,1831.0,1.74,24.69,1.35,0.24,4.63,36.5,0.04,2018-01-22,152,Senior Bull,,2018
298,38,44,27,41,34,Trafalgar Yann (D),2011-05-25,974.0,1809.0,1.81,21.941,1.21,0.29,4.36,41.0,0.04,2014-01-23,150,Senior Bull,,2014
299,40,41,39,27,22,STR Special Edition (D),2015-04-27,1001.0,1715.0,1.66,21.01,1.23,0.58,4.91,40.0,0.04,2018-01-22,147,Senior Bull,,2018
300,19,40,36,44,45,J Bar T's Myster Steel (D),2016-04-19,1007.0,1955.0,1.89,20.99,1.07,0.58,4.87,44.0,0.04,2019-01-21,139,Senior Bull,,2019
301,24,37,45,29,35,Basswood4 of Dundonald (D),2013-03-24,1033.0,1810.0,1.7,20.13,1.11,0.27,5.36,39.0,0.04,2016-01-21,135,Senior Bull,,2016
302,41,45,29,17,30,Finley Falls Duncan (D),2015-01-09,1109.0,1776.0,1.56,22.2,1.25,0.35,4.44,41.5,0.04,2018-01-22,132,Senior Bull,,2018
303,16,28,40,40,29,Shat Acres Raisin Cain (D),2013-06-01,964.0,1774.0,1.79,18.67,1.05,0.19,4.99,42.0,0.04,2016-01-21,124,Senior Bull,,2016
304,37,31,44,11,14,Twinflower Joseph (D),2013-04-07,1019.0,1578.0,1.5,18.88,1.2,0.16,5.35,43.0,0.04,2016-01-21,123,Senior Bull,,2016
305,42,43,24,13,20,Almosta Farm's Brogan (D),2015-03-17,1042.0,1632.0,1.52,21.84,1.34,0.18,4.09,43.0,0.04,2018-01-22,122,Senior Bull,,2018
306,7,23,43,45,43,STR Revolution (D),2016-05-29,967.0,1902.0,1.92,18.29,0.96,0.41,5.34,45.25,0.05,2019-01-21,118,Senior Bull,,2019
307,32,39,32,14,26,"BRF Bernie (ET,D)",2013-01-10,1106.0,1742.0,1.53,20.54,1.18,0.16,4.75,38.0,0.03,2016-01-21,117,Senior Bull,,2016
308,30,25,26,36,15,"Summit Ranch Fritz (ET,D)",2017-09-02,870.0,1595.0,1.78,18.33,1.15,0.39,4.25,38.0,0.04,2020-01-20,117,Senior Bull,,2020
309,14,33,35,34,42,SC Finnegan (D),2017-03-23,1033.0,1875.0,1.77,19.55,1.04,0.4,4.87,45.0,0.04,2020-01-20,116,Senior Bull,,2020
310,26,36,37,16,31,"STR Armageddon (ET,D)",2017-01-03,1112.0,1780.0,1.56,19.88,1.12,0.33,4.88,40.0,0.04,2020-01-20,115,Senior Bull,,2020
311,10,29,34,38,39,Spring Creek Easton (D),2016-04-20,1006.0,1837.0,1.78,18.8,1.02,0.39,4.84,42.0,0.04,2019-01-21,111,Senior Bull,,2019
312,25,32,38,15,25,"BRF E.E.E. (Triple E) (ET,D)",2016-01-26,1091.0,1739.0,1.55,19.41,1.12,0.34,4.89,43.5,0.04,2019-01-21,110,Senior Bull,,2019
313,21,19,42,28,19,Clearwater's Ferb (D),2013-07-12,923.0,1623.0,1.7,17.65,1.09,0.3,5.3,38.0,0.04,2016-01-21,110,Senior Bull,,2016
314,13,26,23,46,33,"Howling Springs King Maker  (ET,D)",2019-11-12,804.0,1791.0,2.17,18.36,1.03,0.32,4.09,45.0,0.06,2022-01-24,108,Senior Bull,,2022
315,44,38,20,5,9,BRF Yukon (D),2011-03-04,1056.0,1491.0,1.36,20.34,1.36,0.544,3.78,40.0,0.04,2014-01-23,107,Senior Bull,,2014
316,29,35,13,26,27,Highland Spice Hickory (D),2019-04-08,1022.0,1743.0,1.66,19.74,1.13,0.24,3.31,43.0,0.04,2022-01-24,103,Senior Bull,,2022
317,2,15,46,39,46,"STR Dawson (ET,PV,D)",2023-01-11,1107.0,2022.0,1.78,17.3,0.86,0.48,6.44,46.0,0.03,2026-01-22,102,Senior Bull,,2026
318,45,42,5,9,11,"Defiance of Dundonald (AI,D)",2015-04-25,1003.0,1535.0,1.48,21.61,1.41,0.25,2.61,43.0,0.04,2018-01-22,101,Senior Bull,,2018
319,23,30,25,23,21,CBS Yaz's Yukon Jack (D),2012-04-20,1007.0,1703.0,1.64,18.86,1.11,0.25,4.15,42.0,0.04,2015-01-22,101,Senior Bull,,2015
320,22,34,18,21,32,JBTs William The Head (D),2017-02-18,1066.0,1790.0,1.63,19.73,1.1,0.25,3.56,40.0,0.04,2020-01-20,95,Senior Bull,,2020
321,12,20,41,22,23,"STR Burning It Down (ET,D)",2017-04-06,1019.0,1723.0,1.64,17.77,1.03,0.25,5.28,46.0,0.05,2020-01-20,95,Senior Bull,,2020
322,31,21,33,8,13,LEA Haaken (D),2011-04-10,1019.0,1555.0,1.48,17.939,1.15,0.53,4.768,43.0,0.04,2014-01-23,93,Senior Bull,,2014
323,11,27,11,42,36,Trafalgar Blain (D),2013-06-06,959.0,1813.0,1.84,18.49,1.02,0.19,3.11,43.0,0.04,2016-01-21,91,Senior Bull,,2016
324,8,24,22,37,37,"STR Encore (ET,PV,D)",2020-05-04,994.0,1822.0,1.78,18.31,1.0,0.34,4.09,42.0,0.04,2023-01-23,91,Senior Bull,,2023
325,20,8,28,31,8,Kesabe's Homebrew (D),2021-10-26,818.0,1468.0,1.73,15.83,1.08,0.25,4.37,39.0,0.05,2024-01-22,87,Senior Bull,,2024
326,36,22,21,7,10,"Summit Ranch York (ET,D)",2011-05-04,995.0,1505.0,1.46,18.067,1.2,0.401,3.98,44.0,0.04,2014-01-23,86,Senior Bull,,2014
327,27,16,6,35,12,"TC Murdach (AI,D)",2023-10-02,843.0,1543.0,1.77,17.39,1.13,0.23,2.72,42.0,0.03,2026-01-22,84,Senior Bull,,2026
328,6,18,14,43,40,Trafalgar Killian (D),2021-05-28,969.0,1840.0,1.85,17.48,0.95,0.25,3.42,40.0,0.04,2024-01-22,81,Senior Bull,,2024
329,34,10,8,25,5,"Kesabe's Moonshine Road (PV,D)",2023-11-09,805.0,1386.0,1.66,16.38,1.18,0.25,3.01,35.0,0.02,2026-01-22,77,Senior Bull,,2026
330,39,14,17,6,7,RAM Zander (D),2013-06-26,939.0,1397.0,1.43,17.17,1.23,0.21,3.56,38.0,0.04,2016-01-21,76,Senior Bull,,2016
331,9,17,15,30,28,"SkyeHigh HamishMacbeth (ET,D)",2012-05-09,988.0,1744.0,1.71,17.4,1.0,0.28,3.46,39.0,0.04,2015-01-22,71,Senior Bull,,2015
332,33,7,19,10,4,LEA Illya (D),2012-09-16,858.0,1324.0,1.48,15.56,1.18,0.12,3.62,35.0,0.04,2015-01-22,69,Senior Bull,,2015
333,18,13,12,24,16,Silva's Rockstar (D),2019-06-28,941.0,1596.0,1.64,17.03,1.07,0.36,3.3,43.0,0.05,2022-01-24,67,Senior Bull,,2022
334,3,3,30,19,18,"HC Cease & Desist (AI,PV,D)",2023-05-05,993.0,1620.0,1.58,14.17,0.87,0.2,4.49,41.0,0.03,2026-01-22,55,Senior Bull,,2026
335,46,2,4,2,2,PGH Jonny Walker (D),2020-11-05,809.0,923.0,1.08,13.24,1.43,0.11,2.47,37.0,0.05,2023-01-23,54,Senior Bull,,2023
336,28,5,16,3,3,"RSO Tahonta (PV,D)",2021-05-23,974.0,1311.0,1.29,14.85,1.13,0.11,3.55,41.5,0.04,2024-01-22,52,Senior Bull,,2024
337,15,11,2,18,17,"GRZ Blueberry Hill (AI,D)",2023-05-09,989.0,1600.0,1.57,16.74,1.05,0.26,2.24,42.0,0.03,2026-01-22,46,Senior Bull,,2026
338,1,9,1,33,44,Viking Fold Haakon (D),2019-02-07,1082.0,1943.0,1.75,16.16,0.83,0.31,2.0,44.0,0.04,2022-01-24,44,Senior Bull,,2022
339,5,12,7,20,41,"Trafalgar Maddox (ET,PV,D)",2023-01-03,1115.0,1867.0,1.63,16.79,0.9,0.42,2.91,39.0,0.02,2026-01-22,44,Senior Bull,,2026
340,35,1,3,1,1,CRR Antarctic Rebel (D),2015-06-24,943.0,821.0,0.82,9.79,1.19,0.11,2.38,33.5,0.04,2018-01-22,40,Senior Bull,,2018
341,17,4,9,4,6,Dundonald`s Chance (D),2012-03-28,1030.0,1391.0,1.3,14.77,1.06,0.19,3.06,38.0,0.04,2015-01-22,34,Senior Bull,,2015
342,4,6,10,12,24,"STR Homeland (PV,D)",2020-01-05,1114.0,1724.0,1.5,15.42,0.89,0.32,3.08,40.0,0.04,2023-01-23,32,Senior Bull,,2023
